TNA reference	Context: subseries title	Context: sub subseries title	scope_content	date_text	first_date	last_date	former_reference_department	note_text	closure_status	closure_type	closure_code	piece_id	cat_level
fo 881/139			PORTUGAL: Corres. British Chaplaincy at Madeira 	1845-1848	18450101	18481231		Bound: Portugal 1.	O	N	30	4531906	6
fo 881/140			"PORTUGAL: Report. Fever at Boa Vista. ""Eclair"" "	1846	18460101	18461231		Bound: Portugal 1.	O	N	30	4531896	6
fo 881/140A			"PORTUGAL: Papers. Fever at Boa Vista. ""Eclair"" "	1845-1847	18450101	18471231		Bound: Portugal 1.	O	N	30	4531902	6
fo 881/140B			"PORTUGAL: Report. Fever at Boa Vista. ""Eclair"" "	1847	18470101	18471231		Bound: Portugal 1.	O	N	30	4531903	6
fo 881/141			RUSSIA: Tables. Trade. Synoptical Table. (Baynes) 	1845	18450101	18451231		Bound: Russia 23.	O	N	30	4532209	6
fo 881/142			AFRICA: Vocabulary. Ghadamsee and Touarick 	1847	18470101	18471231		Bound: Africa 2.	O	N	30	4524199	6
fo 881/143A			TURKEY: Papers Commerce. Tariff of 1839 	1846-1847	18460101	18471231		Bound: Turkey 7.	O	N	30	4533106	6
fo 881/144			PACIFIC ISLANDS: Memo. Independence of Raiatea, Huahine, and Borabora. French Memo. 	1846	18460101	18461231		Bound: France 5.	O	N	30	4531323	6
fo 881/145			FRANCE &amp; GENERAL: Tables. Weights and Measures (English and French) 	1835-1840	18350101	18401231		Bound: France 5.	O	N	30	4528030	6
fo 881/146			TUNIS: Corres. Trial of Maltese, Paolo Xuereb, for Murder 	1843-1845	18430101	18451231		Bound: Africa 2.	O	N	30	4533015	6
fo 881/147			PACIFIC ISLANDS: Corres. Tahiti. Mr. Pritchard's Indemnity 	1844-1845	18440101	18451231		Bound: Pacific 4.	O	N	30	4531321	6
fo 881/147A			PACIFIC ISLANDS: Further Papers. Tahiti. Mr. Pritchard's Indemnity. Missing at transfer 	1845-1847	18450101	18471231		Bound: Pacific 3.	O	N	30	4531326	6
fo 881/148			UNITED STATES: Abstract of Corres. Disputed Right to Territory watered by Oregon or Columbia River on North-West Coast of America 	1842-1844	18420101	18441231		Bound: America 10.	O	N	30	4534456	6
fo 881/149			UNITED STATES: Abstract of Corres. Disputed Right to Territory watered by Oregon or Columbia River on North-West Coast of America 	1842-1846	18420101	18461231		Bound: America 10.	O	N	30	4534457	6
fo 881/150			GREECE: Desp. Elections. (Consul T. Wood) 	1847	18470101	18471231		Bound: Greece 14.	O	N	30	4530146	6
fo 881/151			GREECE: Letter. Cruelties 	1847	18470101	18471231		Bound: Greece 3.	O	N	30	4530147	6
fo 881/152			UNITED STATES: Memo. and Abstract of Corres. Annexation of Texas to United States 	1843-1845	18430101	18451231		Bound: Texas 1.	O	N	30	4534459	6
fo 881/153			PACIFIC ISLANDS: Corres. Tahiti. Mr. Pritchard's Case 	Nov. 1843 to July 1844	18431101	18440731		Bound: Pacific 4.	O	N	30	4531320	6
fo 881/154			MOSQUITO: Memo. Affairs of Mosquito. Missing at transfer 	1777-1840	17770101	18401231			O	N	30	4531072	6
fo 881/155			MOSQUITO: Corres. Lord Palmerston and New Granadian Ministers 	1847-1848	18470101	18481231		Bound: Mosquito 1. Copy	O	N	30	4531073	6
fo 881/156			UNITED STATES: Instructions. North-West Boundary. Oregon. (To Mr. Pakenham) 	1843	18430101	18431231		Bound: America 10. Copy	O	N	30	4534454	6
fo 881/157			UNITED STATES: Corres. North-East Boundary Commission 	1843-1846	18430101	18461231		Bound: America 9.	O	N	30	4534462	6
fo 881/157A			UNITED STATES: Narrative. North-East Boundary Commission. Map 	1842-1845	18420101	18451231		Bound: America 9.	O	N	30	4534460	6
fo 881/158			AFRICA: Vocabulary. Touarick 	1849	18490101	18491231		Bound: Africa 2.	O	N	30	4524203	6
fo 881/159			TURKEY: Forms. Police Returns. Missing at transfer 	1849	18490101	18491231			O	N	30	4533114	6
fo 881/160			PACIFIC ISLANDS: Memo. Society Islands, as distinguished from Georgian 	June 25, 1846	18460625	18460625		Bound: Pacific 1. 	O	N	30	4531324	6
fo 881/161			AUSTRIA: Corres. Future Government of Lombardo-Venetian Kingdom. Proposed British Mediation 	1848	18480101	18481231		Bound: Austria 1.	O	N	30	4525633	6
fo 881/161A			AUSTRIA: Desp. Future Government of Lombardo-Venetian Kingdom. (Baron Wessenberg to Count Dietrichstein) 	June 1848	18480601	18480630		Bound: Austria 1.	O	N	30	4525634	6
fo 881/162			GERMANY: German Customs Union (to Lord Westmorland). Missing at transfer 	1844	18440101	18441231			O	N	30	7805514	6
fo 881/163			PORTUGAL: Desp. New Law of Elections. Bound: Portugal 23. Missing at transfer 	1846	18460101	18461231			O	N	30	4531898	6
fo 881/164			UNITED STATES: Corres. American Vessels visited by British Cruisers. Slave Trade 	1839-1841	18390101	18411231		Bound: Slave Trade 3.	O	N	30	4534449	6
fo 881/165			GREECE &amp; RUSSIA: Instructions. Duke of Wellington's Mission to Russia 	1826	18260101	18261231		Bound: Greece 3. Bound: Russia 23.	O	N	30	4530128	6
fo 881/166			GENERAL (NS Wales): Seaman Deserters Act. No document of this number. See FO 881/273 	1852	18520101	18521231			O	N	30	7806489	6
fo 881/167			GENERAL: Instructions. Salutes. Missing at transfer 	1839	18390101	18391231			O	N	30	4528643	6
fo 881/168			GREECE: List of Papers. Pacification. Protocols. Treaty. July 1827 	1826-1827	18260101	18271231		Bound: Greece 3.	O	N	30	4530129	6
fo 881/169			ASIA: Paper. Tibet. Pr�cis of Papers by Dr. Gutzlaff 	Jan. 31, 1849	18490131	18490131		Bound: Russia 3.	O	N	30	4525419	6
fo 881/170			"SPAIN: Memo. Cases of the Ambassadors in England in 1563, 1584, 1677, referred to in ""Times,"" June 5, 1848 "	1848	18480101	18481231		Bound: Mema.	O	N	30	4532725	6
fo 881/171			GREECE: Memo. Cervi and Sapienza. (Mr. Lewis Hertslet) 	1849	18490101	18491231		Bound: Mema.	O	N	30	4530153	6
fo 881/172			AUSTRIA: Corres. Affairs of Hungary 	1847-1849	18470101	18491231		Bound: Austria 3.	O	N	30	4525635	6
fo 881/173			AUSTRIA &amp; TURKEY: Corres. Hungarian Refugees in Turkey 	1849-1850	18490101	18501231		Bound: Austria 4.	O	N	30	4525636	6
fo 881/174			TURKEY: Corres. Occupation of Principalities by Turkish and Russian Troops 	1848-1849	18480101	18491231		Bound: Turkey 8.	O	N	30	4533113	6
fo 881/175			CENTRAL AMERICA: Corres. With Minister from Nicaragua on the occupation of Port of San Juan. Missing at transfer  	1848	18480101	18481231			O	N	30	4526167	6
fo 881/176			DENMARK: Corres. Guarantee of 1720. Part 2 	1849	18490101	18491231		Bound: Denmark 1.	O	N	30	4527270	6
fo 881/177			POLAND &amp; RUSSIA: Corres. Negotiations respecting Poland. Congress Papers 	1814-1815	18140101	18151231		Bound: Poland 2.	O	N	30	4531872	6
fo 881/178			GENERAL: Paper. Reform Bill. Personal Inquiries. Parts 1 to 5 	1831	18310101	18311231			O	N	30	4528640	6
fo 881/179			GENERAL: Memo. Instances of Coercive Measures of Great Britain, France, Russia, and United States since 1831. Cases of Mediation 	1850	18500101	18501231		Bound: Mema.	O	N	30	4528682	6
fo 881/180			TURKEY: Corres. Affairs of Syria. Part 1 	1843-1845	18430101	18451231		Bound: Turkey 3.	O	N	30	4533103	6
fo 881/180A			TURKEY: Corres. Affairs of Syria. Part 2 	1843-1845	18430101	18451231		Bound: Turkey 3.	O	N	30	4533104	6
fo 881/181			TURKEY: Corres. Affairs of Syria 	1841-1843	18410101	18431231		Bound: Turkey 1.	O	N	30	4533096	6
fo 881/182			PERSIA: Papers and Further Papers. Detention of Col. Stoddart and Capt. Conolly at Bokhara. Bound: Persia 3. Missing at transfer 	1835-1845	18350101	18451231			O	N	30	4531534	6
fo 881/183			EGYPT: Corres. Transit through Egypt 	1846-1848	18460101	18481231		Bound: Turkey 7.	O	N	30	4527389	6
fo 881/184			PERSIA: Papers and Further Papers. Detention of Col. Stoddart and Capt. Conolly at Bokhara 	1835-1845	18350101	18451231		Bound: Persia 3.	O	N	30	4531535	6
fo 881/185			TURKEY: Corres. Apostacy. Executions 	1843-1844	18430101	18441231		Bound: Turkey 3.	O	N	30	4533100	6
fo 881/186			TURKEY: Narrative. Proceedings in Turco-Egyptian Question 	1839-1841	18390101	18411231		Bound: Turkey 1.	O	N	30	4533095	6
fo 881/187			CHINA: Corres. Assault on British Subjects at Tsingpoo (near Shanghai) 	1848	18480101	18481231		Bound: China 25.	O	N	30	4526257	6
fo 881/188			ASIA: Paper. Lieut. W. H. Wyburd and other British Subjects supposed to be in Captivity in Central Asia 	1845-1847	18450101	18471231		Bound: Persia 3.	O	N	30	4525417	6
fo 881/189			AUSTRIA &amp; RUSSIA: Corres. Affairs of Cracow. Annexation 	1846-1847	18460101	18471231		Bound: Austria 1.	O	N	30	4525630	6
fo 881/190			SERVIA: Corres. Appointment of British Consul-General 	1842-1843	18420101	18431231		Bound: Turkey 3.	O	N	30	4532515	6
fo 881/191			SERVIA &amp; TURKEY: Abstract of Correspondence. Affairs of Servia. Treaties and Hatti-Sheriffs 	1835-1843	18350101	18431231		Bound: Turkey 7.	O	N	30	4532514	6
fo 881/192			GREECE: Corres. Greek Question. Abstract. Pacifico, &amp;c. 	1850	18500101	18501231		Bound: Greece 14.	O	N	30	4530157	6
fo 881/193			ITALY: Memo. Affairs of Rome 	1850	18500101	18501231		Bound: Italy 1.	O	N	30	4530415	6
fo 881/193X			BRAZIL: Law. Slave Trade. Missing at transfer 	1850	18500101	18501231			O	N	30	4526048	6
fo 881/194			GREECE: Corres. Greek Question. Findlay, Pacifico, &amp;c. 	1850	18500101	18501231		Bound: Greece 14.	O	N	30	4530156	6
fo 881/195			SERVIA: Treaties, &amp;c. Treaties and Hatti-Sheriffs 	1812-1838	18120101	18381231		Bound: Servia 1. See FO 421/1	O	N	30	4532512	6
fo 881/195A			SERVIA: Corres. Treaties and Hatti-Sheriffs. Missing at transfer 	1812-1838	18120101	18381231			O	N	30	4532513	6
fo 881/196			DENMARK: Protocol. Succession to Throne; Scleswig-Holstein 	Aug. 2, 1850	18500802	18500802		Bound: Denmark 1.	O	N	30	4527272	6
fo 881/196A			DENMARK: Protocol. Succession to Throne; Scleswig-Holstein. Missing at transfer 	Aug. 23, 1850	18500823	18500823			O	N	30	4527273	6
fo 881/197			ITALY: Memo. Amelioration of Rome States 	1847	18470101	18471231		Bound: Rome 4.	O	N	30	4530409	6
fo 881/198			AFRICA: Draft. Treaty with Chiefs 	1851	18510101	18511231		Bound: Africa 65.	O	N	30	4524206	6
fo 881/199			GENERAL: Reports. Religion in Foreign Countries 	1826-1827	18260101	18271231		Bound: General 6.	O	N	30	4528639	6
fo 881/200			ITALY &amp; ROME: Corres. Relations of Foreign Governments with Rome 	1850-1851	18500101	18511231		Bound: Rome 3.	O	N	30	4530418	6
fo 881/201			TURKEY: Tariff of Oct. 31, 1850 	1847-1855	18470101	18551231		Bound: Turkey 70. 75 pp.	O	N	30	4533115	6
fo 881/202			GENERAL: Memo. Nunneries in Catholic Countries 	1851	18510101	18511231		Bound: General 6.	O	N	30	4528689	6
fo 881/203			GREECE: Report. Greek Budget 	1850	18500101	18501231		Bound: Greece 14.	O	N	30	4530158	6
fo 881/204			TURKEY: Returns. Police Registers from Consuls 	1845	18450101	18451231			O	N	30	4533105	6
fo 881/205			UNITED STATES: Corres. Free Persons of Colour. Prohibition against admission into Ports of United States 	1823-1853	18230101	18531231		Bound: America 51.	O	N	30	4534473	6
fo 881/206			CHINA: Rules. Trade Regulations 	1844	18440101	18441231		Bound: China 19.	O	N	30	4526253	6
fo 881/207			TURKEY: Corres. Condition of Protestants 	1841-1851	18410101	18511231		Bound: Turkey 86.	O	N	30	4533116	6
fo 881/208			SICILY: Papers. British Claims on Government of Naples 	1848-1850	18480101	18501231		Bound: Sicily 1.	O	N	30	4532696	6
fo 881/209			SIAM: Papers. Mission of Sir James Brooke 	1826-1850	18260101	18501231		Bound: Siam 9.	O	N	30	4532542	6
fo 881/210			EGYPT: Report. Suez Railroad. (Mr. C. Macdonald.) 	July 1849	18490701	18490731		Bound: Egypt 36.	O	N	30	4527391	6
fo 881/211			ITALY &amp; ROME: Corres. Affairs of Rome 	1849	18490101	18491231		Bound: Rome 2.	O	N	30	4530414	6
fo 881/212			GENERAL: Statement. Import Duties on certain articles 	1851	18510101	18511231		Bound: General 55.	O	N	30	4528688	6
fo 881/213			RUSSIA: Map. Chart of the River Dwina 	1835	18350101	18351231		Bound: Russia 23.	O	N	30	4532203	6
fo 881/214			UNITED STATES: O. in C. Revoking Restrictions on United States Vessels 	Nov. 5, 1830	18301105	18301105			O	N	30	4534441	6
fo 881/215			TURKEY: Bye-laws. Bye-laws of Levant Company. Consuls, &amp;c. 	1825	18250101	18251231		Bound: Turkey 70.	O	N	30	4533082	6
fo 881/216			GENERAL: Proclamation. Malta. Slave Trade 	1823	18230101	18231231		Bound: Slave Trade 1.	O	N	30	4528636	6
fo 881/217			GENERAL &amp; TURKEY: Act. Ionian Islands. Levant Jurisdiction 	1826	18260101	18261231		Bound: General 55.	O	N	30	4528637	6
fo 881/218			SPAIN: Statement. Cuba. Proceedings of Great Britain, France, Spain, and United States 	1815-1850	18150101	18501231		Bound: Cuba 3.	O	N	30	4532731	6
fo 881/219			PORTUGAL: Papers. Presented to French Chambers. Affairs of Portugal 	1846-1847	18460101	18471231		Bound: Portugal 1.	O	N	30	4531897	6
fo 881/220			TRIPOLI: Memo., &amp;c. Cyrenaica. Eastern Division of Regency. (Col. G. F. Herman) 	1849	18490101	18491231		Bound: Mema.	O	N	30	4533002	6
fo 881/220X			TRIPOLI: Papers. Sidi Hassuna d'Aghies. Missing at transfer 	1829-1832	18290101	18321231			O	N	30	4533003	6
fo 881/221			DENMARK: Corres. Schleswig - Holstein Question. Part 3 	1850	18500101	18501231		Bound: Denmark 1.	O	N	30	4527274	6
fo 881/222			BRAZIL: Corres. Slave Trade. Sugar 	1850-1851	18500101	18511231		Bound: Brazil 1.	O	N	30	4526049	6
fo 881/223			FRANCE: Corres. Departure of King and Queen of France 	1848	18480101	18481231		Bound: France 41.	O	N	30	4528047	6
fo 881/224			GENERAL: British Jurisdiction in Foreign States. Report. No document of this number. See FO 881/393 	1843	18430101	18431231			O	N	30	7806491	6
fo 881/225			GENERAL: Memo. Marriages of British Subjects Abroad 	1849	18490101	18491231		Bound: General 6.	O	N	30	4528676	6
fo 881/226			TURKEY: Corres. Commercial Treaty, 1838 	1843-1844	18430101	18441231		Bound: Turkey 4.	O	N	30	4533087	6
fo 881/226A			TURKEY: Further Corres. Commercial Treaty, 1838 	1844-1846	18440101	18461231		Bound: Turkey 4.	O	N	30	4533088	6
fo 881/227			PORTUGAL: Exchange of Notes. Explanatory of Commercial Treaty 	1842	18420101	18421231		Bound: Portugal 23.	O	N	30	4531890	6
fo 881/228			TRIPOLI: Memo. Cyrenaica. Map 	1849	18490101	18491231		Bound: Africa 2.	O	N	30	4533004	6
fo 881/229			RUSSIA: Notification. Blockade of Black Sea and Baltic. (L.G., June 13 and 16, 1854) 	1854	18540101	18541231		Bound: Russia 23.	O	N	30	4532216	6
fo 881/230			RUSSIA: Memo. Russian, African, and Levant Companies 	1851	18510101	18511231		Bound: Mema. Bound: General 6. Bound: Africa 65.	O	N	30	7868772	6
fo 881/231			DOMINICAN REPUBLIC: Corres. Affairs of San Domingo 	1850-1851	18500101	18511231		Bound: Dominica 1.	O	N	30	4527366	6
fo 881/232			TURKEY: Memo. British Jurisdiction (for guidance of Consuls) 	1844	18440101	18441231		Bound: Turkey 70.	O	N	30	4533101	6
fo 881/233			PACIFIC ISLANDS: Further Papers. Tahiti. Mr. Pritchard's Indemnity 	1846-1847	18460101	18471231			O	N	30	4531327	6
fo 881/234			GREECE: Corres. British Demands. Russian Interference. Greek Vessels under Russian Flags. Parts A-G 	1850	18500101	18501231		Bound: Greece 14.	O	N	30	4530159	6
fo 881/235			BELGIUM: Narrative. Holland and Belgium. Separation 	1833-1834	18330101	18341231		Bound: Belgium 1. Copy.	O	N	30	4525803	6
fo 881/236			TURKEY: Rules. Consuls' Communications with Turkish Authorities 	1825	18250101	18251231		Bound: Turkey 70.	O	N	30	4533083	6
fo 881/237			TUSCANY: Papers. Austrian Occupation of Leghorn in May 1849. British Claims 	1849-1850	18490101	18501231		Bound: Tuscany 1.	O	N	30	4534418	6
fo 881/238			TUSCANY: Corres. Expulsion of Capt. John Pakenham, R.N. 	1849-1851	18490101	18511231		Bound: Tuscany 1.	O	N	30	4534419	6
fo 881/239			SICILY: Memo. Naples Prosecutions 	1851	18510101	18511231		Bound: Sicily 4.	O	N	30	4532703	6
fo 881/240			SICILY: Memo. State Prosecutions of Neapolitan Government 	1848-1851	18480101	18511231		Bound: Sicily 4.	O	N	30	4532702	6
fo 881/241			FRANCE: Corres. Commercial Convention 	1849-1853	18490101	18531231		Bound: France 45.	O	N	30	4528062	6
fo 881/241A			FRANCE: Corres. Commercial Convention 	1849-1851	18490101	18511231		Bound: France 45.	O	N	30	4528048	6
fo 881/241B			FRANCE: Desp. To Count Walewski. Commercial Convention 	1852	18520101	18521231		Bound: France 45.	O	N	30	4528059	6
fo 881/242			GREECE: Further correspondence respecting the demands made upon the Greek Government 	Jan-May 1850	18500101	18500531		391 pp.	O	N	30	7806587	6
fo 881/243			GENERAL: Letter. Working of New Navigation Law. (B. of T.) 	May 1851	18510501	18510531		Bound: General 55.	O	N	30	4528687	6
fo 881/244			TURKEY: Treaty. Pacification of Levant 	July 15, 1840	18400715	18400715		Bound: Turkey 70.	O	N	30	4533090	6
fo 881/245			ARGENTINE REPUBLIC: Memo. River Plate. No. 1 	1849	18490101	18491231		Bound: Mema.	O	N	30	4525375	6
fo 881/246			ARGENTINE REPUBLIC: Memo. River Plate. No. 2 	1850	18500101	18501231		Bound: Mema.	O	N	30	4525376	6
fo 881/247			GENERAL: Statement. Consular Fees 	1835-1847	18350101	18471231		Bound: General 55.	O	N	30	4528661	6
fo 881/248			UNITED STATES: Documents. Hostilities with Indians 	1851	18510101	18511231		Bound: America 49.	O	N	30	4534474	6
fo 881/249			CENTRAL AMERICA: Corres. British Claims on Salvador 	1844-1851	18440101	18511231		Bound: Salvador 1.	O	N	30	4526170	6
fo 881/250			UNITED STATES: Abstract of Corres. Maine Territory. North-East Boundary 	1833-1841	18330101	18411231		Bound: America 9.	O	N	30	4534447	6
fo 881/251			CENTRAL AMERICA: Vocabulary. Yule Indians' Language 	1851	18510101	18511231		Bound: Cent. America 3.	O	N	30	4526171	6
fo 881/252			PACIFIC ISLANDS: Additional Papers. Society Islands. Correspondence with London and Wesleyan Missionary Society 	1843	18430101	18431231		Bound: Pacific 4.	O	N	30	4531318	6
fo 881/253			FRANCE: Corres. Relations with France 	1851	18510101	18511231		Bound: France 41.	O	N	30	4528049	6
fo 881/254			FRANCE: Memo. Albreda and the Gambia 	1852	18520101	18521231		Bound: Mema.	O	N	30	4528058	6
fo 881/255			TUSCANY: Corres. Outrage on Mr. Erskine Mather 	1852	18520101	18521231		Bound: Tuscany 1.	O	N	30	4534421	6
fo 881/256			AUSTRIA &amp; TURKEY: Further Corres. Hungarian Refugees in Turkey 	1850-1851	18500101	18511231		Bound: Austria 4.	O	N	30	4525638	6
fo 881/257			UNITED STATES: Case of the Carolina. Missing at transfer 	1842	18420101	18421231		Bound: America 9	O	N	30	4534424	6
fo 881/258			UNITED STATES: Sketch of negociations NE Boundary. Missing at transfer 	1842	18420101	18421231			O	N	30	4982519	6
fo 881/259			UNITED STATES: Corres. Mission of Lord Ashburton 	1842	18420101	18421231		Bound: America 9.	O	N	30	4534453	6
fo 881/260			ARGENTINE REPUBLIC (BUENOS AYRES):Further Corres. River Plate 	1847	18470101	18471231		Bound: Argentine 8.	O	N	30	4525374	6
fo 881/260A			ARGENTINE REPUBLIC (BUENOS AYRES): Corres. River Plate 	1846-1848	18460101	18481231		Bound: Argentine 8.	O	N	30	7860535	6
fo 881/261			EGYPT &amp; TURKEY: Corres. Egypt and Porte. Relations 	1850-1852	18500101	18521231		Bound: Turkey 9.	O	N	30	4527392	6
fo 881/262			GERMANY: Memo. Free Navigation of Rhine under Vienna Congress Treaty, 1815 	1852	18520101	18521231		Bound: Mema.	O	N	30	4529936	6
fo 881/263			TUSCANY: Corres. Outrage on Mr. Erskine Mather 	1852	18520101	18521231		Bound: Tuscany 1.	O	N	30	4534422	6
fo 881/264			TUSCANY: Corres. Case of the Madiais 	1851-1852	18510101	18521231		Bound: Tuscany 1.	O	N	30	4534420	6
fo 881/265			SICILY: Corres. Naples. Interference with Schools kept by British Subjects. (Mr. H. B. Hamilton) 	1852	18520101	18521231		Bound: Sicily 4.	O	N	30	4532706	6
fo 881/266			CHINA: O. in C. Criminal Jurisdiction 	1833	18330101	18331231		Bound: China 47.	O	N	30	4526242	6
fo 881/266A			CHINA: O. in C. Criminal Jurisdiction. Missing at transfer  	1833	18330101	18331231		Bound: China 47.	O	N	30	4526243	6
fo 881/267			GENERAL: Form. Register of British Subjects within Consular Districts. Missing at transfer 	1844	18440101	18441231			O	N	30	4528656	6
fo 881/268			TURKEY: Corres. Latin and Greek Churches. Part 1 	1850-1853	18500101	18531231		Bound: Turkey 10.	O	N	30	4533117	6
