TNA reference	Context: subseries title	Context: sub subseries title	scope_content	date_text	first_date	last_date	former_reference_department	note_text	closure_status	closure_type	closure_code	piece_id	cat_level
wo 97/16/68	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM BARKER   Born HATFORD, Herefordshire  Served in 24th Dragoons (Light); 21st Dragoons (Light); 11th Dragoons  Discharged aged 42  	1809-1837	1.8090101E7	1.8371231E7			O	N	30.0	-3878022.0	7.0
wo 97/16/69	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  PETER BARKER   Born CAMBRIDGE, Cambridgeshire  Served in 11th Dragoons  Discharged aged 49  	1827-1853	1.8270101E7	1.8531231E7			O	N	30.0	-3878023.0	7.0
wo 97/16/70	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  EDWARD BARKSHAW   Born HORSHAM, Sussex  Served in 22nd Dragoons (Light)  Discharged aged 40  	1795-1817	1.7950101E7	1.8171231E7			O	N	30.0	-3878024.0	7.0
wo 97/16/71	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  BENJAMIN BARLOW   Born OLDHAM, Lancashire  Served in 10th Dragoons  Discharged aged 34  	1831-1846	1.8310101E7	1.8461231E7			O	N	30.0	-3878025.0	7.0
wo 97/16/72	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  GEORGE BARLOW   Born MANCHESTER, Lancashire  Served in 29th Dragoons (Light); 23rd Dragoons (Light); 7th Dragoons  Discharged aged 41  	1792-1818	1.7920101E7	1.8181231E7			O	N	30.0	-3878026.0	7.0
wo 97/16/73	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARLOW   Born LEAKCAL  Served in 5th Dragoons  Discharged aged 43  Covering date gives year of discharge.   	1783.0	1.7830101E7	1.7831231E7			O	N	30.0	-3878027.0	7.0
wo 97/16/74	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARLOW   Born BRAY, Wicklow  Served in 16th Dragoons (Light); 17th Dragoons (Light)  Discharged aged 34  	1811-1828	1.8110101E7	1.8281231E7			O	N	30.0	-3878028.0	7.0
wo 97/16/75	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARLOW   Born WILMSLOW, Cheshire  Served in 22nd Dragoons (Light)  Discharged aged 28  	1806-1818	1.8060101E7	1.8181231E7			O	N	30.0	-3878029.0	7.0
wo 97/16/76	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARLOW   Born ASHTON, Lancashire  Served in 7th Dragoons  Discharged aged 40  	1804-1819	1.8040101E7	1.8191231E7			O	N	30.0	-3878030.0	7.0
wo 97/16/77	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARLOW   Born LITTLE LION, Lancashire  Served in 2nd Dragoon Guards  Discharged aged 38  	1797-1816	1.7970101E7	1.8161231E7			O	N	30.0	-3878031.0	7.0
wo 97/16/78	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOSEPH BARLOW   Born WORSLEY, Lancashire  Served in 2nd Dragoon Guards  Discharged aged 40  	1794-1814	1.7940101E7	1.8141231E7			O	N	30.0	-3878032.0	7.0
wo 97/16/79	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  MATTHEW BARLOW   Born ADSFIELD, Cheshire  Served in 7th Dragoon Guards  Discharged aged 43  	1809-1834	1.8090101E7	1.8341231E7			O	N	30.0	-3878033.0	7.0
wo 97/16/80	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM BARLOW   Born BOWDON, Cheshire  Served in 22nd Dragoons (Light); 13th Dragoons  Discharged aged 38  	1806-1823	1.8060101E7	1.8231231E7			O	N	30.0	-3878034.0	7.0
wo 97/16/81	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARNACLE   Born KEMPTON, Warwickshire  Served in 19th Dragoons (Light)  Discharged aged 50  	1789-1817	1.7890101E7	1.8171231E7			O	N	30.0	-3878035.0	7.0
wo 97/16/82	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARNARD   Born CROYDON, Surrey  Served in 15th Dragoons (Light)  Discharged aged 30  	1804-1814	1.8040101E7	1.8141231E7			O	N	30.0	-3878036.0	7.0
wo 97/16/83	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  ROBERT BARNARD   Born THAXSTEAD, Essex  Served in 15th Dragoons (Light)  Discharged aged 32  	1811-1821	1.8110101E7	1.8211231E7			O	N	30.0	-3878037.0	7.0
wo 97/16/84	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  ROBERT BARNBY   Born CRANSWICK, Yorkshire  Served in 1st Dragoon Guards  Discharged aged 40  	1818-1839	1.8180101E7	1.8391231E7			O	N	30.0	-3878038.0	7.0
wo 97/16/85	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  ALEXANDER BARNES   Born ARMAGH, Armagh  Served in 21st Foot Regiment; 17th Dragoons (Light); 11th Dragoons  Discharged aged 44  	1810-1840	1.8100101E7	1.8401231E7			O	N	30.0	-3878039.0	7.0
wo 97/16/86	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  CHARLES BARNES   Born WELLINGTON, Shropshire  Served in 3rd Dragoon Guards  Discharged aged 28  	1816-1826	1.8160101E7	1.8261231E7			O	N	30.0	-3878040.0	7.0
wo 97/16/87	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  DENIS BARNES   Born YORK, Yorkshire  Served in 14th Dragoons  Discharged aged 28  	1822-1832	1.8220101E7	1.8321231E7			O	N	30.0	-3878041.0	7.0
wo 97/16/88	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  EDWARD BARNES   Born ROSS, Wexford  Served in 4th Dragoons  Discharged aged 34  	1826-1840	1.8260101E7	1.8401231E7			O	N	30.0	-3878042.0	7.0
wo 97/16/89	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  EDWARD BARNES   Born AYLSHAM, Norfolk  Served in 2nd Dragoon Guards  Discharged aged 42  	1800-1819	1.8000101E7	1.8191231E7			O	N	30.0	-3878043.0	7.0
wo 97/16/90	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  EDWARD BARNES   Born CANTERBURY, Kent  Served in 3rd Dragoon Guards; 5th Dragoon Guards; 12th Dragoons  Discharged aged 43  	1827-1852	1.8270101E7	1.8521231E7			O	N	30.0	-3878044.0	7.0
wo 97/16/91	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JAMES BARNES   Born HASLINGDEN, Lancashire  Served in 10th Dragoons  Discharged aged 43  	1795-1814	1.7950101E7	1.8141231E7			O	N	30.0	-3878045.0	7.0
wo 97/16/92	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  SAMUEL BARNES   Born STAFFORD, Staffordshire  Served in 16th Dragoons (Light)  Discharged aged 40  	1794-1814	1.7940101E7	1.8141231E7			O	N	30.0	-3878046.0	7.0
wo 97/16/93	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JAMES BARNES   Born TODDER, Wiltshire  Served in 3rd Dragoon Guards; 1st Fencible Dragoons  Discharged aged 39  	1800-1814	1.8000101E7	1.8141231E7			O	N	30.0	-3878047.0	7.0
wo 97/16/94	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JAMES MAJOR BARNES   Born NORTHWICH, Cheshire  Served in 15th Dragoons (Light)  Discharged aged 23  	1816-1821	1.8160101E7	1.8211231E7			O	N	30.0	-3878048.0	7.0
wo 97/16/95	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARNES   Born PORTSMOUTH, Hampshire  Served in 1st Dragoon Guards  Discharged aged 26  	1811-1819	1.8110101E7	1.8191231E7			O	N	30.0	-3878049.0	7.0
wo 97/16/96	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARNES   Born TARRANT MONKTON, Dorset  Served in 3rd Dragoon Guards  Discharged aged 34  	1833-1847	1.8330101E7	1.8471231E7			O	N	30.0	-3878050.0	7.0
wo 97/16/97	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARNES   Born MIDDLETON, Lancashire  Served in 4th Dragoons  Discharged aged 27  	1812-1821	1.8120101E7	1.8211231E7			O	N	30.0	-3878051.0	7.0
wo 97/16/98	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARNES   Born CHELMSFORD, Essex  Served in 7th Dragoons  Discharged aged 35  	1818-1835	1.8180101E7	1.8351231E7			O	N	30.0	-3878052.0	7.0
wo 97/16/99	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARNES   Born WHITECHAPEL, London and Middlesex  Served in 12th Dragoons  Discharged aged 36  	1820-1837	1.8200101E7	1.8371231E7			O	N	30.0	-3878053.0	7.0
wo 97/16/100	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARNES   Born WINCHESTER, Hampshire  Served in 14th Dragoons  Discharged aged 42  	1798-1821	1.7980101E7	1.8211231E7			O	N	30.0	-3878054.0	7.0
wo 97/16/101	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOSEPH BARNES   Born BRENTFORD, London and Middlesex  Served in 4th Dragoons; 3rd Dragoon Guards  Discharged aged 26  	1839-1853	1.8390101E7	1.8531231E7			O	N	30.0	-3878055.0	7.0
wo 97/16/102	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  MOSES BARNES   Born RANDALSTOWN, Antrim  Served in 3rd Dragoons  Discharged aged 33  	1827-1842	1.8270101E7	1.8421231E7			O	N	30.0	-3878056.0	7.0
wo 97/16/103	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  RICHARD BARNES   Born ST MARGARETS, London and Middlesex  Served in 11th Dragoons  Discharged aged 46  	1816-1838	1.8160101E7	1.8381231E7			O	N	30.0	-3878057.0	7.0
wo 97/16/104	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  SAUL BARNES   Born EAST RUNTON, Norfolk  Served in Royal Artillery; 11th Dragoons  Discharged aged 31  	1812-1828	1.8120101E7	1.8281231E7			O	N	30.0	-3878058.0	7.0
wo 97/16/105	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS BARNES   Born WESTBURY, Wiltshire  Served in 2nd Dragoon Guards  Discharged aged 33  	1816-1832	1.8160101E7	1.8321231E7			O	N	30.0	-3878059.0	7.0
wo 97/16/106	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS BARNES   Born AUSTREY, Warwickshire  Served in 7th Dragoons; 53rd Foot Regiment  Discharged aged 45  	1823-1844	1.8230101E7	1.8441231E7			O	N	30.0	-3878060.0	7.0
wo 97/16/107	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS BARNES   Born CRANBROOK, Kent  Served in 40th Foot Regiment; 6th Dragoon Guards  Discharged aged 42  	1799-1824	1.7990101E7	1.8241231E7			O	N	30.0	-3878061.0	7.0
wo 97/16/108	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS BARNES   Born MALMSBURY, Wiltshire  Served in 17th Dragoons (Light)  Discharged aged 27  	1826-1834	1.8260101E7	1.8341231E7			O	N	30.0	-3878062.0	7.0
wo 97/16/109	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS BARNES   Born DAGENHAM, Essex  Served in 1st Dragoons  Discharged aged 38  	1810-1827	1.8100101E7	1.8271231E7			O	N	30.0	-3878063.0	7.0
wo 97/16/110	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM BARNES   Born SALFORD, Lancashire  Served in 16th Dragoons (Light)  Discharged aged 29  	1809-1813	1.8090101E7	1.8131231E7			O	N	30.0	-3878064.0	7.0
wo 97/16/111	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM BARNS   Born YATELY, Hampshire  Served in 14th Dragoons  Discharged aged 24  	1813-1819	1.8130101E7	1.8191231E7			O	N	30.0	-3878065.0	7.0
wo 97/16/112	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS BARNESLEY   Born ST MARGARETS, London and Middlesex  Served in 13th Dragoons  Discharged aged 22  	1828-1830	1.8280101E7	1.8301231E7			O	N	30.0	-3878066.0	7.0
wo 97/16/113	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM BARNETT   Born RICHMOND, Surrey  Served in 10th Dragoons  Discharged aged 35  	1824-1842	1.8240101E7	1.8421231E7			O	N	30.0	-3878067.0	7.0
wo 97/16/114	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  BENJAMIN BARNETT   Born OVERTON, Hampshire  Served in Hampshire Fencibles; 10th Dragoons  Discharged aged 42  	1798-1817	1.7980101E7	1.8171231E7			O	N	30.0	-3878068.0	7.0
wo 97/16/115	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  CHARLES BARNETT   Born TANGLEY, Hampshire  Served in 1st Dragoon Guards  Discharged aged 48  	1805-1831	1.8050101E7	1.8311231E7			O	N	30.0	-3878069.0	7.0
wo 97/16/116	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARNETT   Born FROM HIBERNIAN SCHL  Served in 18th Dragoons (Light)  Discharged aged 41  Covering date gives year of discharge.   	1792.0	1.7920101E7	1.7921231E7			O	N	30.0	-3878070.0	7.0
wo 97/16/117	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARNETT   Born BATCOMBE, Somerset  Served in 12th Dragoons  Discharged aged 31  	1805-1819	1.8050101E7	1.8191231E7			O	N	30.0	-3878071.0	7.0
wo 97/16/118	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  RICHARD BARNETT   Born WESTBURY, Wiltshire  Served in 24th Dragoons (Light)  Discharged aged 28  Years of enlistment and discharge are unknown. Covering dates give a generic date range only.   	1760-1854	1.7600101E7	1.8541231E7			O	N	30.0	-3878072.0	7.0
wo 97/16/119	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM BARNETT   Born GREAT WITLEY, Worcestershire  Served in 3rd Dragoon Guards  Discharged aged 40  	1818-1839	1.8180101E7	1.8391231E7			O	N	30.0	-3878073.0	7.0
wo 97/16/120	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARNFIELD   Born PREES, Shropshire  Served in 14th Dragoons  Discharged aged 36  	1803-1821	1.8030101E7	1.8211231E7			O	N	30.0	-3878074.0	7.0
wo 97/16/121	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOSEPH BARNFIELD   Born BRIDGENORTH, Shropshire  Served in 1st Dragoon Guards  Discharged aged 42  	1807-1826	1.8070101E7	1.8261231E7			O	N	30.0	-3878075.0	7.0
wo 97/16/122	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS BARNFIELD   Born [Not Known]  Served in 1st Dragoon Guards; Worcestershire Yeomanry  Discharged aged [Not Known]  Years of enlistment and discharge are unknown. Covering dates give a generic date range only.   	1760-1854	1.7600101E7	1.8541231E7			O	N	30.0	-3878076.0	7.0
wo 97/16/123	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JAMES BARNISH   Born ROCHDALE, Lancashire  Served in 8th Dragoons  Discharged aged 28  	1812-1823	1.8120101E7	1.8231231E7			O	N	30.0	-3878077.0	7.0
wo 97/16/124	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  ARCHIBALD BARR   Born CAMPSIE, Stirlingshire  Served in 2nd Dragoons  Discharged aged 32  	1838-1849	1.8380101E7	1.8491231E7			O	N	30.0	-3878078.0	7.0
wo 97/16/125	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  HENRY BARR   Born NORTH FRODINGHAM, Yorkshire  Served in 11th Dragoons  Discharged aged 21  	1834-1836	1.8340101E7	1.8361231E7			O	N	30.0	-3878079.0	7.0
wo 97/16/126	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JAMES BARR   Born GOVAN, Lanarkshire  Served in 12th Dragoons  Discharged aged 25  	1813-1817	1.8130101E7	1.8171231E7			O	N	30.0	-3878080.0	7.0
wo 97/16/127	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARR   Born GREAT COTES, Lincolnshire  Served in 7th Dragoons  Discharged aged 43  	1795-1820	1.7950101E7	1.8201231E7			O	N	30.0	-3878081.0	7.0
wo 97/16/128	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOSEPH BARRADELL   Born BEESTON, Nottinghamshire  Served in 3rd Dragoon Guards; 10th Dragoons  Discharged aged 33  	1841-1852	1.8410101E7	1.8521231E7			O	N	30.0	-3878082.0	7.0
wo 97/16/129	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS BARRADELL   Born BEESTON, Nottinghamshire  Served in 3rd Dragoon Guards  Discharged aged 23  	1841-1844	1.8410101E7	1.8441231E7			O	N	30.0	-3878083.0	7.0
wo 97/16/130	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM BARRATT   Born MANCHESTER, Lancashire  Served in Royal Artillery; 1st Dragoon Guards  Discharged aged 43  	1816-1827	1.8160101E7	1.8271231E7			O	N	30.0	-3878084.0	7.0
wo 97/16/131	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  EDWARD BARRETT   Born CASTLEBAR, Mayo  Served in 9th Dragoons  Discharged aged 20  	1848-1848	1.8480101E7	1.8481231E7			O	N	30.0	-3878085.0	7.0
wo 97/16/132	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  GEORGE BARRETT   Born STOWE, Suffolk  Served in 10th Dragoons  Discharged aged 41  	1803-1817	1.8030101E7	1.8171231E7			O	N	30.0	-3878086.0	7.0
wo 97/16/133	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  GEORGE BARRETT   Born STRADBALLY, Leix  Served in 4th Dragoon Guards  Discharged aged 41  	1815-1841	1.8150101E7	1.8411231E7			O	N	30.0	-3878087.0	7.0
wo 97/16/134	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  HENRY BARRETT   Born OXFORD, Oxfordshire  Served in 4th Dragoons  Discharged aged 34  	1826-1841	1.8260101E7	1.8411231E7			O	N	30.0	-3878088.0	7.0
wo 97/16/135	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JAMES BARRETT   Born BERMONDSEY, Surrey  Served in 4th Dragoons  Discharged aged 33  	1835-1848	1.8350101E7	1.8481231E7			O	N	30.0	-3878089.0	7.0
wo 97/16/136	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  SAMUEL BARRETT   Born MORTON, Norfolk  Served in 17th Dragoons (Light)  Discharged aged 26  	1810-1820	1.8100101E7	1.8201231E7			O	N	30.0	-3878090.0	7.0
wo 97/16/137	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARRETT   Born ST MARGARETS, London and Middlesex  Served in 14th Dragoons  Discharged aged 43  	1805-1831	1.8050101E7	1.8311231E7			O	N	30.0	-3878091.0	7.0
wo 97/16/138	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARRETT   Born DUBLIN, Dublin  Served in 17th Dragoons (Light)  Discharged aged 35  	1820-1839	1.8200101E7	1.8391231E7			O	N	30.0	-3878092.0	7.0
wo 97/16/139	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  RALPH BARRETT   Born DROMORE, Down  Served in 7th Dragoon Guards  Discharged aged 37  	1805-1822	1.8050101E7	1.8221231E7			O	N	30.0	-3878093.0	7.0
wo 97/16/140	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  RICHARD BARRETT   Born MALLOW, Cork  Served in 6th Dragoon Guards  Discharged aged 35  	1831-1849	1.8310101E7	1.8491231E7			O	N	30.0	-3878094.0	7.0
wo 97/16/141	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  RICHARD BARRETT   Born COOLBARAGHIER, Leix  Served in 4th Dragoon Guards; Leix Militia  Discharged aged 48  	1811-1840	1.8110101E7	1.8401231E7			O	N	30.0	-3878095.0	7.0
wo 97/16/142	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM BARRETT   Born DUNSTEW, Oxfordshire  Served in 22nd Dragoons (Light)  Discharged aged 46  	1795-1820	1.7950101E7	1.8201231E7			O	N	30.0	-3878096.0	7.0
wo 97/16/143	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  ALEXANDER BARRON   Born NEWINGTON, Surrey  Served in 7th Dragoons  Discharged aged 21  	1839-1841	1.8390101E7	1.8411231E7			O	N	30.0	-3878097.0	7.0
wo 97/16/144	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARRON   Born CORK, Cork  Served in 82nd Foot Regiment; 9th Foot Regiment; 5th Dragoon Guards  Discharged aged 47  	1796-1825	1.7960101E7	1.8251231E7			O	N	30.0	-3878098.0	7.0
wo 97/16/145	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  BENJAMIN BARROW   Born ROCHDALE, Lancashire  Served in 1st Dragoons  Discharged aged 41  	1797-1816	1.7970101E7	1.8161231E7			O	N	30.0	-3878099.0	7.0
wo 97/16/146	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  BENJAMIN BARROW   Born OTHAM, Kent  Served in 14th Dragoons  Discharged aged 46  	1800-1825	1.8000101E7	1.8251231E7			O	N	30.0	-3878100.0	7.0
wo 97/16/147	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARROW   Born SHIPTON, Yorkshire  Served in 16th Dragoons (Light); Sussex Fencibles  Discharged aged 41  	1799-1822	1.7990101E7	1.8221231E7			O	N	30.0	-3878101.0	7.0
wo 97/16/148	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM BARROW   Born BATTLE, Sussex  Served in 24th Dragoons (Light)  Discharged aged 35  	1802-1819	1.8020101E7	1.8191231E7			O	N	30.0	-3878102.0	7.0
wo 97/16/149	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS BARROW   Born COMBERBERCH, Cheshire  Served in 7th Dragoons  Discharged aged 42  	1804-1818	1.8040101E7	1.8181231E7			O	N	30.0	-3878103.0	7.0
wo 97/16/150	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JONAS BARROWCLOUGH   Born BURTON, Yorkshire  Served in 21st Dragoons (Light)  Discharged aged 50  	1794-1817	1.7940101E7	1.8171231E7			O	N	30.0	-3878104.0	7.0
wo 97/16/151	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  ANDREW BARRY   Born KILKENNY, Kilkenny  Served in 7th Foot Regiment; Kilkenny Fencibles  Discharged aged 37  	1798-1814	1.7980101E7	1.8141231E7			O	N	30.0	-3878105.0	7.0
wo 97/16/152	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  DAVID BARRY   Born GLADSMUIR, East Lothian  Served in 2nd Dragoons  Discharged aged 44  	1816-1840	1.8160101E7	1.8401231E7			O	N	30.0	-3878106.0	7.0
wo 97/16/153	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  EDWARD BARRY   Born NEW ABBY, Kildare  Served in 12th Dragoons  Discharged aged 28  	1831-1840	1.8310101E7	1.8401231E7			O	N	30.0	-3878107.0	7.0
wo 97/16/154	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JAMES BARRY   Born [Not Known]  Served in 12th Dragoons  Discharged aged [Not Known]  Covering date gives year of discharge.   	1784.0	1.7840101E7	1.7841231E7			O	N	30.0	-3878108.0	7.0
wo 97/16/155	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARRY   Born [Not Known]  Served in 12th Dragoons  Discharged aged [Not Known]  Covering date gives year of discharge.   	1781.0	1.7810101E7	1.7811231E7			O	N	30.0	-3878109.0	7.0
wo 97/16/156	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN BARRY   Born FORFAR, Angus  Served in Royal Waggon Train  Discharged aged 26  	1811-1819	1.8110101E7	1.8191231E7			O	N	30.0	-3878110.0	7.0
wo 97/16/157	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  PATRICK BARRY   Born CORK, Cork  Served in 14th Dragoons  Discharged aged 34  	1781-1796	1.7810101E7	1.7961231E7			O	N	30.0	-3878111.0	7.0
wo 97/16/158	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  REDMOND BARRY   Born FERMOY, Cork  Served in 17th Dragoons (Light)  Discharged aged 42  	1825-1853	1.8250101E7	1.8531231E7			O	N	30.0	-3878112.0	7.0
wo 97/16/159	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  ROBERT BARRY   Born KILLESTER, Fermanagh  Served in 6th Dragoons  Discharged aged 33  	1829-1840	1.8290101E7	1.8401231E7			O	N	30.0	-3878113.0	7.0
wo 97/16/160	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  ROBERT BARRY   Born DUNGARVAN, Waterford  Served in 17th Dragoons (Light)  Discharged aged 30  	1809-1815	1.8090101E7	1.8151231E7			O	N	30.0	-3878114.0	7.0
wo 97/16/161	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS BARRY   Born BUROWSLEIGH, Tipperary  Served in 4th Dragoons  Discharged aged 27  	1816-1825	1.8160101E7	1.8251231E7			O	N	30.0	-3878115.0	7.0
wo 97/16/162	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM BARRY   Born BILSDON, Leicestershire  Served in 6th Dragoons  Discharged aged 32  	1805-1816	1.8050101E7	1.8161231E7			O	N	30.0	-3878116.0	7.0
wo 97/17	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		Cavalry of the Line: Bart - Bea 	1760-1854	1.7600101E7	1.8541231E7			O	N	30.0	688955.0	6.0
wo 97/17/1	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  GEORGE BARTER   Born ROMSEY, Hampshire  Served in 15th Dragoons (Light)  Discharged aged 46  	1805-1833	1.8050101E7	1.8331231E7			O	N	30.0	-3878117.0	7.0
